COD_LOC;NOMBRE_LOC;CP;POBLACION;OFICINA;PROVINCIA;COD_PROY;ID_EVALUACION;Fecha de ejecucion;COD_AUDITOR;RESULTADO;TITULO_CUESTIONARIO
843;DITELE SPAIN, S.L.U;3205;ELCHE;922;ALICANTE;0457_003;1945815;09/01/2014;33125;0,8217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
852;CM PHONE ACCESORIES S.L.;3590;ALTEA;922;ALICANTE;0457_003;1945816;10/01/2014;29369;0,7246;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
896;GRUPO BONATEL, S.L.U.;3700;DENIA;922;ALICANTE;0457_003;1945817;15/01/2014;34170;0,9383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
904;GRUPO MOVIL CONECTATE, S.L;3201;ELCHE;922;ALICANTE;0457_003;1945818;13/01/2014;34081;0,755;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
942;CM PHONE ACCESORIES S.L.;3205;ELCHE;922;ALICANTE;0457_003;1945819;16/01/2014;34081;0,805;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
960;BISABIS TELECOMUNICACIONES;3680;ASPE;922;ALICANTE;0457_003;1945820;09/01/2014;33873;0,8298;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
976;SOCIPHONE, S.L.;3010;ALICANTE;922;ALICANTE;0457_003;1945821;21/01/2014;32018;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1012;SOCIPHONE, S.L.;3710;CALPE;922;ALICANTE;0457_003;1945822;17/01/2014;33196;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1034a;SICOM TELECOMUNIC ALBACETE S.L;3005;ALICANTE;922;ALICANTE;0457_003;1945823;16/01/2014;31982;0,9017;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1178a;DITELE SPAIN, S.L.U;3803;ALCOY;922;ALICANTE;0457_003;1945824;10/01/2014;33481;0,7991;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1420;DITELE SPAIN, S.L.U;3600;ELDA;922;ALICANTE;0457_003;1945825;08/01/2014;33373;0,8123;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1429;GRUPO MOVIL CONECTATE, S.L;3660;NOVELDA;922;ALICANTE;0457_003;1945826;09/01/2014;33873;0,8383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1437;SOCIPHONE, S.L.;3008;ALICANTE;922;ALICANTE;0457_003;1945827;02/01/2014;33373;0,8033;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1547;STAND -- EXPERIS ECI ALICANTE;3003;ALICANTE;922;ALICANTE;0457_003;1945828;03/01/2014;34037;0,9183;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1597;STAND -- EXPERIS ECI CIUDAD DE ELCHE;3204;ELCHE;922;ALICANTE;0457_003;1945829;13/01/2014;33873;0,8383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
60;ALICANTE - CC Gran Vía;3015;Alicante;922;ALICANTE;0457_002;1945830;04/01/2014;2767;0,4982;MYSTERY SHOPPER FFQQ P5 (ENE_14)
61;FINESTRAT - CC La Marina;3509;Finestrat;922;ALICANTE;0457_002;1945831;08/01/2014;33196;0,8737;MYSTERY SHOPPER FFQQ P5 (ENE_14)
67;ALCOY - CC Alzamora;3804;Alcoy;922;ALICANTE;0457_002;1945832;10/01/2014;33481;0,7333;MYSTERY SHOPPER SERVICIO FFQQ P5 (ENE_14)
074b;BENIDORM - Valencia;3503;Benidorm;922;ALICANTE;0457_002;1945833;10/01/2014;33196;0,9717;MYSTERY SHOPPER FFQQ P5 (ENE_14)
221;TORREVIEJA - CC Habaneras;3180;Torrevieja;922;ALICANTE;0457_002;1945834;16/01/2014;33873;0,9383;MYSTERY SHOPPER FFQQ P5 (ENE_14)
305;GRUPO MOVIL CONECTATE, S.L;3001;ALICANTE;922;ALICANTE;0457_002;1945835;03/01/2014;34037;0,9167;MYSTERY SHOPPER FFQQ P5 (ENE_14)
121;FRUVISA COMUNICACIONES, S.L;30000;MURCIA;922;MURCIA;0457_003;1945837;20/01/2014;2785;0,7717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
155;ANFITEL COMUNITEL, S.L;30840;ALHAMA DE MURCIA;922;MURCIA;0457_003;1945838;17/01/2014;33525;0,8217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
407;DITELE SPAIN, S.L.U;30009;MURCIA;922;MURCIA;0457_003;1945840;07/01/2014;34064;0,7842;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
428;LUALBO, S.L;30400;CARAVACA DE LA CRUZ;922;MURCIA;0457_003;1945841;21/01/2014;30790;0,8298;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
439;CM PHONE ACCESORIES S.L.;30204;CARTAGENA;922;MURCIA;0457_003;1945842;10/01/2014;34146;0,885;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0503a;GRUPO MOVIL CONECTATE, S.L;30500;MOLINA DE SEGURA;922;MURCIA;0457_003;1945843;04/01/2014;33481;0,855;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
555;ANFITEL COMUNITEL, S.L;30850;TOTANA;922;MURCIA;0457_003;1945844;17/01/2014;33525;0,8717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
557;NG MOBILE, S.L.L;30510;YECLA;922;MURCIA;0457_003;1945845;17/01/2014;33481;0,8717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0637a;DITELE SPAIN, S.L.U;30110;CHURRA;922;MURCIA;0457_003;1945846;04/01/2014;33481;0,7258;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0640a;SICOM TELECOMUNIC ALBACETE S.L;30110;CHURRA;922;MURCIA;0457_003;1945847;04/01/2014;33481;0,935;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
733;CM PHONE ACCESORIES S.L.;30700;TORRE PACHECO;922;MURCIA;0457_003;1945848;13/01/2014;33127;0,8883;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0737a;DITELE SPAIN, S.L.U;30600;ARCHENA;922;MURCIA;0457_003;1945849;02/01/2014;34146;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
741;LUALBO, S.L;30800;LORCA;922;MURCIA;0457_003;1945850;03/01/2014;33127;0,9383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
742;FRUVISA COMUNICACIONES, S.L;30008;MURCIA;922;MURCIA;0457_003;1945851;09/01/2014;33949;0,8883;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
755;LUALBO, S.L;30530;CIEZA;922;MURCIA;0457_003;1945852;17/01/2014;33481;0,8717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
767;BFB SERV. Y COMUN. ALBACETE SL;30520;JUMILLA;922;MURCIA;0457_003;1945853;17/01/2014;33481;0,8683;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
879;LUALBO, S.L;30880;AGUILAS;922;MURCIA;0457_003;1945854;04/01/2014;33127;0,855;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0902a;DITELE SPAIN, S.L.U;30204;CARTAGENA;922;MURCIA;0457_003;1945856;10/01/2014;34146;0,885;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
903;DITELE SPAIN, S.L.U;30360;LA UNIÓN;922;MURCIA;0457_003;1945859;17/01/2014;31021;0,7772;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
958;TRETELCO LORCA S.L.;30800;LORCA;922;MURCIA;0457_003;1945860;07/01/2014;33127;0,8383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1077;SOCIPHONE, S.L.;30740;SAN PEDRO DEL PINATAR;922;MURCIA;0457_003;1945861;17/01/2014;31021;0,8383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1537;STAND -- EXPERIS ECI SALCILLO;30005;MURCIA;922;MURCIA;0457_003;1945862;09/01/2014;29317;0,8883;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1550;STAND -- EXPERIS ECI SALCILLO II;30005;MURCIA;922;MURCIA;0457_003;1945863;09/01/2014;29317;0,7772;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1553;STAND -- EXPERIS ECI CARTAGENA;30205;CARTAGENA;922;MURCIA;0457_003;1945864;02/01/2014;34001;0,9383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1558;STAND -- EXPERIS ECI CARTAGENA II;30205;CARTAGENA;922;MURCIA;0457_003;1945865;02/01/2014;34001;0,9183;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
59;MURCIA - Platería;30001;Murcia;922;MURCIA;0457_002;1945866;07/01/2014;33949;0,8383;MYSTERY SHOPPER FFQQ P5 (ENE_14)
165;SAN JAVIER - CC Dos Mares;30730;San Javier;922;MURCIA;0457_002;1945867;17/01/2014;29317;0,4305;MYSTERY SHOPPER SERVICIO FFQQ P5 (ENE_14)
179;MAZARRÓN - CC Piramide;30860;Mazarrón;922;MURCIA;0457_002;1945868;21/01/2014;33127;0,7883;MYSTERY SHOPPER FFQQ P5 (ENE_14)
183;LORCA - Juan Carlos I;30800;Lorca;922;MURCIA;0457_002;1945869;03/01/2014;33127;0,7217;MYSTERY SHOPPER FFQQ P5 (ENE_14)
234;ALCANTARILLA - Mayor;30820;Alcantarilla;922;MURCIA;0457_002;1945870;21/01/2014;29317;0,5278;MYSTERY SHOPPER SERVICIO FFQQ P5 (ENE_14)
238a;MOLINA DE SEGURA - Estación;30500;Molina de Segura;922;MURCIA;0457_002;1945871;04/01/2014;33481;0,6833;MYSTERY SHOPPER SERVICIO FFQQ P5 (ENE_14)
57;Murcia;30008;MURCIA;922;MURCIA;0457_001;1945872;21/01/2014;33525;0,8217;MYSTERY SHOPPER TTPP P5 (ENE_14)
285;GRUPO MOVIL CONECTATE, S.L;2001;ALBACETE;922;ALBACETE;0457_003;1945874;21/01/2014;33626;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
400;NG MOBILE, S.L.L;2005;ALBACETE;922;ALBACETE;0457_003;1945875;21/01/2014;33626;0,9183;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
485;NG MOBILE, S.L.L;2600;VILLAROBLEDO;917;ALBACETE;0457_003;1945876;21/01/2014;34;0,8217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
788;LUALBO, S.L;2005;ALBACETE;922;ALBACETE;0457_003;1945877;21/01/2014;33626;0,935;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
790;LUALBO, S.L;2640;ALMANSA;922;ALBACETE;0457_003;1945878;15/01/2014;33625;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
995;SEMATEL SERVICIOS DE TELEFONIA;2003;ALBACETE;922;ALBACETE;0457_003;1945879;15/01/2014;33916;0,9316;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1005;SEMATEL SERVICIOS DE TELEFONIA;2400;HELLÍN;922;ALBACETE;0457_003;1945880;15/01/2014;33625;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1016;SEMATEL SERVICIOS DE TELEFONIA;2600;VILLAROBLEDO;922;ALBACETE;0457_003;1945881;21/01/2014;34;0,905;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1018;SEMATEL SERVICIOS DE TELEFONIA;2630;LA RODA;922;ALBACETE;0457_003;1945882;21/01/2014;33625;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1593;STAND -- EXPERIS ECI ALBACETE;2002;ALBACETE;922;ALBACETE;0457_003;1945883;21/01/2014;33626;0,8789;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
34;Oviedo;33005;OVIEDO;908;ASTURIAS;0457_001;1945884;14/01/2014;2715;0,8033;MYSTERY SHOPPER TTPP P5 (ENE_14)
58;Santander Monasterio;39010;SANTANDER;905;CANTABRIA;0457_001;1945885;10/01/2014;33904;0,8883;MYSTERY SHOPPER TTPP P5 (ENE_14)
136;VITORIA - Independencia;1004;Vitoria-Gasteiz;905;ALAVA;0457_002;1945887;10/01/2014;33560;0,935;MYSTERY SHOPPER FFQQ P5 (ENE_14)
112;OVIEDO - CC Los Prados;33011;Oviedo;908;ASTURIAS;0457_002;1945888;16/01/2014;34116;0,935;MYSTERY SHOPPER FFQQ P5 (ENE_14)
118;OVIEDO - Fray Ceferino;33001;Oviedo;908;ASTURIAS;0457_002;1945889;21/01/2014;31174;0,9017;MYSTERY SHOPPER FFQQ P5 (ENE_14)
175;AVILÉS - CC El Atrio;33400;Avilés;908;ASTURIAS;0457_002;1945890;20/01/2014;2717;0,855;MYSTERY SHOPPER FFQQ P5 (ENE_14)
176;GIJÓN - Los Moros;33206;Gijón;908;ASTURIAS;0457_002;1945891;21/01/2014;30841;0,9217;MYSTERY SHOPPER FFQQ P5 (ENE_14)
275;Gijon;33209;GIJON;908;ASTURIAS;0457_002;1945892;17/01/2014;2742;0,9183;MYSTERY SHOPPER FFQQ P5 (ENE_14)
199;DONOSTIA - CC La Garbera;20015;Donostia-San Sebastian;905;GUIPUZCOA;0457_002;1945893;16/01/2014;R00141;0,8123;MYSTERY SHOPPER FFQQ P5 (ENE_14)
208;ARRASATE - Maalako Errabala;20500;Arrasate/Mondragon;905;GUIPUZCOA;0457_002;1945894;15/01/2014;33560;0,8683;MYSTERY SHOPPER FFQQ P5 (ENE_14)
127a;PAMPLONA - Sancho el Mayor;31002;Pamplona;905;NAVARRA;0457_002;1945895;14/01/2014;333;0,9517;MYSTERY SHOPPER FFQQ P5 (ENE_14)
186a;PAMPLONA - CC La Morea;31191;Pamplona;905;NAVARRA;0457_002;1945896;15/01/2014;33467;0,985;MYSTERY SHOPPER FFQQ P5 (ENE_14)
265;Bilbao Buenos Aires;48011;BILBAO;905;VIZCAYA;0457_002;1945897;04/01/2014;32347;0,8533;MYSTERY SHOPPER FFQQ P5 (ENE_14)
70;LEONESA DE COMUNICACIONES INTEGRALES S.A.;24400;PONFERRADA;908;LEON;0457_003;1945899;03/01/2014;r02743;0,8649;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
71;LEONESA DE COMUNICACIONES INTEGRALES S.A.;49600;BENAVENTE;908;ZAMORA;0457_003;1945900;02/01/2014;r02743;0,885;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
72;LEONESA DE COMUNICACIONES INTEGRALES S.A.;24002;LEÓN;908;LEON;0457_003;1945901;14/01/2014;32822;0,8088;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0115b;TECTELCOM, S.L.;33710;Navia;908;ASTURIAS;0457_003;1945902;16/01/2014;r02743;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0122a;AUSARTA MEDIA, S.L.;39600;Maliaño;905;CANTABRIA;0457_003;1945903;15/01/2014;34105;0,5807;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
136;TOLOSATEL;20400;TOLOSA;905;GUIPUZCOA;0457_003;1945904;16/01/2014;33568;0,9717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
150;FORMAC SISTE DEL PRINCIPADO SL;33013;OVIEDO;908;ASTURIAS;0457_003;1945905;20/01/2014;r02746;0,9217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
157;JOSE MARIA CANAL ALVAREZ, S.L.;24005;LEÓN;908;LEON;0457_003;1945906;03/01/2014;33590;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
164;TODO EN NUEVAS TECNOLOGIAS S.L;31600;BURLADA;905;NAVARRA;0457_003;1945907;14/01/2014;333;0,9702;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
187;MOREIRA FUEYO, S.L;33013;OVIEDO;908;ASTURIAS;0457_003;1945908;20/01/2014;r02746;0,9717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
199;IRAOLA COMUNICACIONES, S.L;20160;LASARTE;905;GUIPUZCOA;0457_003;1945909;14/01/2014;33987;0,9717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
222;SPIRAL NARCEA, S.L;33800;CANGAS DEL NARCEA;908;ASTURIAS;0457_003;1945910;09/01/2014;r02746;0,9717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
236;BAZAR CANARIAS DIGITAL, S.L;39500;CABEZÓN DE LA SAL;905;CANTABRIA;0457_003;1945911;20/01/2014;R00141;0,9558;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
258;FORMAC SISTE DEL PRINCIPADO SL;33001;OVIEDO;908;ASTURIAS;0457_003;1945912;10/01/2014;r02746;0,905;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
261;GRUPO LIDERTEL, S.L.;48012;BILBAO;905;VIZCAYA;0457_003;1945913;02/01/2014;33575;0,935;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
262;AUSARTA MEDIA, S.L.;48910;SESTAO;905;VIZCAYA;0457_003;1945914;15/01/2014;34025;0,785;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
265;AUSARTA MEDIA, S.L.;48980;SANTURCE;905;VIZCAYA;0457_003;1945915;09/01/2014;33568;0,8667;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
267;GRUPO LIDERTEL, S.L.;48920;PORTUGALETE;905;VIZCAYA;0457_003;1945916;07/01/2014;34025;0,5824;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
268;IRAOLA COMUNICACIONES, S.L;20302;IRÚN;905;GUIPUZCOA;0457_003;1945917;03/01/2014;R00141;0,8217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
269;LUALBO, S.L;20800;ZARAUTZ;905;GUIPUZCOA;0457_003;1945918;16/01/2014;R01140;0,9383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
286;2004 REDCOM VIZCAYA, S.L;48010;BILBAO;905;VIZCAYA;0457_003;1945919;02/01/2014;33575;0,9383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
289;FORMAC SISTE DEL PRINCIPADO SL;33900;SAMA DE LANGREO;908;ASTURIAS;0457_003;1945920;17/01/2014;34116;0,9217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
290;SPIRAL NARCEA, S.L;33870;TINEO;908;ASTURIAS;0457_003;1945921;09/01/2014;r02746;0,9217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
291;MOREIRA FUEYO, S.L;33213;GIJÓN;908;ASTURIAS;0457_003;1945922;15/01/2014;r02743;0,8883;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
292;ZAITEL 500 , S.L.;48901;BARACALDO;905;VIZCAYA;0457_003;1945923;09/01/2014;33568;0,9183;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
294;ZAITEL 500 , S.L.;48014;Deusto;905;VIZCAYA;0457_003;1945924;07/01/2014;33598;0,9017;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
301;FORMAC SISTE DEL PRINCIPADO SL;33420;LUGONÉS;908;ASTURIAS;0457_003;1945925;17/01/2014;34116;0,8683;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
324;2004 REDCOM VIZCAYA, S.L;48993;ALGORTA;905;VIZCAYA;0457_003;1945926;15/01/2014;32200;0,736;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
343;2004 REDCOM VIZCAYA, S.L;39700;CASTRO URDIALES;905;CANTABRIA;0457_003;1945927;15/01/2014;34105;0,7717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0347a;2004 REDCOM VIZCAYA, S.L;48100;MUNGUÍA;905;VIZCAYA;0457_003;1945928;15/01/2014;32200;0,9842;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
350;VIRUM TELECOMUNICACIONES S.L.;39770;LAREDO;905;CANTABRIA;0457_003;1945929;15/01/2014;34105;0,8383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
352;FERNANDEZ GAYOSO,S.L.;1004;VITORIA;905;ALAVA;0457_003;1945930;10/01/2014;33560;0,8883;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0353a;2004 REDCOM VIZCAYA, S.L;1400;LLODIO;905;ALAVA;0457_003;1945931;15/01/2014;32200;0,9351;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
357;2004 REDCOM VIZCAYA, S.L;48005;BILBAO;905;VIZCAYA;0457_003;1945932;10/01/2014;32347;0,8217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
358;2004 REDCOM VIZCAYA, S.L;39740;SANTOÑA;905;CANTABRIA;0457_003;1945933;15/01/2014;34105;0,6867;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
362;ORANGE MOBILE;39001;SANTANDER;905;CANTABRIA;0457_003;1945934;15/01/2014;2522;0,9383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
369;TELEFONIA DE NAVARRA;31014;PAMPLONA;905;NAVARRA;0457_003;1945935;14/01/2014;333;0,9217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0376a;LUALBO, S.L;20011;SAN SEBASTIAN;905;GUIPUZCOA;0457_003;1945936;16/01/2014;R00141;0,8217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
379;MOREIRA FUEYO, S.L;33940;LA FELGUERA;908;ASTURIAS;0457_003;1945937;17/01/2014;34116;0,905;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
388;EASOVOX, S.L;20200;BEASAIN;905;GUIPUZCOA;0457_003;1945938;16/01/2014;33568;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
414;GRUPO LIDERTEL, S.L.;48510;VALLE DE TRÁPAGA;905;VIZCAYA;0457_003;1945939;15/01/2014;32200;0,9717;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0420a;GRUPO LIDERTEL;1470;AMURRIO;905;ALAVA;0457_003;1945940;15/01/2014;32200;0,9842;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0471a;AUSARTA MEDIA, S.L.;31620;HUARTE;905;NAVARRA;0457_003;1945941;14/01/2014;333;0,9054;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
488;EASOVOX, S.L;20002;SAN SEBASTIAN;905;GUIPUZCOA;0457_003;1945942;21/01/2014;32341;0,8614;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
537;EASOVOX, S.L;20008;SAN SEBASTIAN;905;GUIPUZCOA;0457_003;1945943;16/01/2014;R00141;0,935;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
538;AUSARTA MEDIA, S.L.;48290;AMOREBIETA;905;VIZCAYA;0457_003;1945944;15/01/2014;32200;1;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
544;AUSARTA MEDIA, S.L.;48260;ERMUA;905;VIZCAYA;0457_003;1945945;14/01/2014;33568;0,9533;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
597;LUALBO, S.L;20212;OLABERRIA;905;GUIPUZCOA;0457_003;1945946;14/01/2014;33568;0,9558;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
601;RED LEVEL S.L;33206;GIJÓN;908;ASTURIAS;0457_003;1945947;15/01/2014;r02743;0,9017;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
605;LEONESA DE COMUNICACIONES INTEGRALES S.A.;24100;VILLABLINO;908;LEON;0457_003;1945948;15/01/2014;33554;0,8758;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
606;RED LEVEL S.L;33002;OVIEDO;908;ASTURIAS;0457_003;1945949;20/01/2014;2717;0,955;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
607;EASOVOX, S.L;20730;AZPEITIA;905;GUIPUZCOA;0457_003;1945950;21/01/2014;R00141;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
621;TELEFONIA DE NAVARRA;31007;PAMPLONA;905;NAVARRA;0457_003;1945951;14/01/2014;333;0,8824;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
646;AUSARTA MEDIA, S.L.;48370;BERMEO;905;VIZCAYA;0457_003;1945952;15/01/2014;32200;0,9474;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
668;ZAITEL 500 , S.L.;48200;DURANGO;905;VIZCAYA;0457_003;1945953;15/01/2014;32200;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
672;LEONESA DE COMUNICACIONES INTEGRALES S.A.;24300;BEMBIBRE;908;LEON;0457_003;1945954;03/01/2014;r02743;0,8217;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
673;FORMAC SISTE DEL PRINCIPADO SL;33510;POLA DE SIERO;908;ASTURIAS;0457_003;1945955;03/01/2014;r02746;0,8883;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
682;2004 REDCOM VIZCAYA, S.L;48960;GALDACANO;905;VIZCAYA;0457_003;1945956;15/01/2014;32200;0,935;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
757;AUSARTA MEDIA, S.L.;48940;LEIOA;905;VIZCAYA;0457_003;1945957;02/01/2014;33598;0,9667;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
758;EASOVOX, S.L;20700;ZUMARRAGA;905;GUIPUZCOA;0457_003;1945958;16/01/2014;33568;0,935;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
769;LUALBO, S.L;1012;VITORIA;905;ALAVA;0457_003;1945959;21/01/2014;33564;0,9383;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
807;GRUPO LIDERTEL, S.L.;48950;ERANDIO;905;VIZCAYA;0457_003;1945960;20/01/2014;34047;0,9298;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
808;GRUPO LIDERTEL, S.L.;48990;LAS ARENAS;905;VIZCAYA;0457_003;1945961;14/01/2014;30046;0,8533;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
810;IRAOLA COMUNICACIONES, S.L;20120;HERNANI;905;GUIPUZCOA;0457_003;1945962;14/01/2013;33987;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
811;AUSARTA MEDIA, S.L.;48970;BASAURI;905;VIZCAYA;0457_003;1945963;15/01/2014;32200;0,9842;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
831;GRUPO LIDERTEL, S.L.;48600;SOPELANA;905;VIZCAYA;0457_003;1945964;15/01/2014;32200;0,9842;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
832;GRUPO LIDERTEL, S.L.;48903;BARACALDO;905;VIZCAYA;0457_003;1945965;09/01/2014;33568;0,9517;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
849;FORMAC SISTE DEL PRINCIPADO SL;33300;VILLAVICIOSA;908;ASTURIAS;0457_003;1945966;17/01/2014;r02742;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
854;CRS CHANNEL SERVICIOS TELEF SL;39200;REINOSA;905;CANTABRIA;0457_003;1945967;16/01/2014;R32143;0,985;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
858;FORMAC SISTE DEL PRINCIPADO SL;24001;LEON;908;LEON;0457_003;1945968;09/01/2014;32822;0,935;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
861;AUSARTA MEDIA, S.L.;31013;ANSOAIN;905;NAVARRA;0457_003;1945969;14/01/2014;333;0,8982;MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
