COD_LOC;NOMBRE_LOC;CP;POBLACION;OFICINA;PROVINCIA;COD_PROY;ID_EVALUACION;Fecha de ejecucion;COD_AUDITOR;RESULTADO;TITULO_CUESTIONARIO
I001257;VILLALBA;28400;COLLADO VILLALBA;911;MADRID;0010_005;1971209;10/03/2014;31328;0,7;Cuestionario Burger King Zena (0114)
I001452;ARAVACA;28023;ARAVACA;911;MADRID;0010_005;1971210;14/03/2014;32657;1;Cuestionario Burger King Zena (0114)
I001043;ROZAS;28230;LAS ROZAS;911;MADRID;0010_014;1971211;09/03/2014;2359;0,85;BK_Autoking Zena (0114)
I001048;MAJADAHONDA;28220;MAJADAHONDA;911;MADRID;0010_014;1971212;16/03/2014;33319;0,67;BK_Autoking Zena (0114)
I001049;LEGANES;28918;LEGANÉS;911;MADRID;0010_014;1971213;02/03/2014;2645;0,7;BK_Autoking Zena (0114)
I001070;PARQUE SUR I;28016;LEGANÉS;911;MADRID;0010_014;1971214;11/03/2014;33887;0,8;BK_Autoking Zena (0114)
I001122;PARLA;28980;PARLA;911;MADRID;0010_014;1971215;08/03/2014;2583;0,85;BK_Autoking Zena (0114)
I001143;HERON CITY;28230;LAS ROZAS;911;MADRID;0010_014;1971216;04/03/2014;33052;0,7;BK_Autoking Zena (0114)
I001154;RIVAS;28529;RIVAS VACIAMADRID;911;MADRID;0010_014;1971218;17/03/2014;29436;0,85;BK_Autoking Zena (0114)
I001230;CARRALERO;28220;MAJADAHONDA;911;MADRID;0010_014;1971220;06/03/2014;31459;0,85;BK_Autoking Zena (0114)
205;BARCELONA – VIA JULIA;8000;BARCELONA;901;BARCELONA;0111_001;1971221;05/03/2014;31085;0,867;Cuest  Druni 2013
776;776;8840;VILADECANS;901;BARCELONA;0198_001;1971248;03/03/2014;R29530;0,8071;DIA LA SELVA C.P.
10284;10284;43205;REUS;901;TARRAGONA;0198_001;1971250;03/03/2014;R29530;0,91;DIA LA SELVA C.P.
2901;2901;43205;REUS;901;TARRAGONA;0198_001;1971251;03/03/2014;R29530;0,8243;DIA LA SELVA C.P.
45;Madrid Fuencarral;28004;MADRID;911;MADRID;0457_001;1971267;07/03/2014;A32878;0,9063;RESUMEN TTPP PEC - P6 (13.14)
45;Madrid Fuencarral;28004;MADRID;911;MADRID;0457_001;1971268;07/03/2014;A32878;0,9925;TTPP PROCESOS - P6 (13.14)
45;Madrid Fuencarral;28004;MADRID;911;MADRID;0457_001;1971269;07/03/2014;A32878;1;TTPP - IMAGEN 2.0 P6 (13.14)
39;MADRID - General Álvarez de Castro;28010;Madrid;911;MADRID;0457_002;1971270;08/03/2014;A32878;0,9496;RESUMEN FFQQ PEC - P6 (13.14)
39;MADRID - General Álvarez de Castro;28010;Madrid;911;MADRID;0457_002;1971271;07/03/2014;A32878;0,9792;FFQQ ANTIGUA IMAGEN - P6 (13.14)
39;MADRID - General Álvarez de Castro;28010;Madrid;911;MADRID;0457_002;1971272;07/03/2014;A32878;0,9325;FFQQ PROCESOS - P6 (13.14)
0846a;GRUPO MOVIL CONECTATE, S.L;28028;MADRID;911;MADRID;0457_003;1971273;07/03/2014;A32878;0,9554;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
0846a;GRUPO MOVIL CONECTATE, S.L;28028;MADRID;911;MADRID;0457_003;1971274;07/03/2014;A32878;0,9617;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
0846a;GRUPO MOVIL CONECTATE, S.L;28028;MADRID;911;MADRID;0457_003;1971275;07/03/2014;A32878;1;ESPECIALISTAS PROCESOS - P6 (13.14)
18;BOADILLA DEL MONTE - Infante Don Luis;28660;Boadilla del Monte;911;MADRID;0457_002;1971276;06/03/2014;A32878;0,9621;RESUMEN FFQQ PEC - P6 (13.14)
18;BOADILLA DEL MONTE - Infante Don Luis;28660;Boadilla del Monte;911;MADRID;0457_002;1971277;06/03/2014;A32878;0,9678;FFQQ ANTIGUA IMAGEN - P6 (13.14)
18;BOADILLA DEL MONTE - Infante Don Luis;28660;Boadilla del Monte;911;MADRID;0457_002;1971278;06/03/2014;A32878;1;FFQQ PROCESOS - P6 (13.14)
1013;LUALBO, S.L;28400;COLLADO VILLALBA;911;MADRID;0457_003;1971279;06/03/2014;A32878;0,8259;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1013;LUALBO, S.L;28400;COLLADO VILLALBA;911;MADRID;0457_003;1971280;06/03/2014;A32878;1;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
1013;LUALBO, S.L;28400;COLLADO VILLALBA;911;MADRID;0457_003;1971281;06/03/2014;A32878;0,9925;ESPECIALISTAS PROCESOS APPTUALIZADOR - P6 (13.14)
302;LUALBO, S.L;28222;MAJADAHONDA;911;MADRID;0457_002;1971282;03/03/2014;A32878;0,8527;RESUMEN FFQQ PEC - P6 (13.14)
302;LUALBO, S.L;28222;MAJADAHONDA;911;MADRID;0457_002;1971283;03/03/2014;A32878;0,9;FFQQ PROCESOS 2.0 - P6 (13.14)
302;LUALBO, S.L;28222;MAJADAHONDA;911;MADRID;0457_002;1971284;03/03/2014;A32878;1;FFQQ IMAGEN 2.0 P6 (13.14)
26;TORRELODONES - CC Espacio Torrelodones;28250;Torrelodones;911;MADRID;0457_002;1971285;06/03/2014;A32878;0,6329;RESUMEN FFQQ PEC - P6 (13.14)
26;TORRELODONES - CC Espacio Torrelodones;28250;Torrelodones;911;MADRID;0457_002;1971286;06/03/2014;A32878;1;FFQQ ANTIGUA IMAGEN - P6 (13.14)
26;TORRELODONES - CC Espacio Torrelodones;28250;Torrelodones;911;MADRID;0457_002;1971287;06/03/2014;A32878;1;FFQQ PROCESOS - P6 (13.14)
255;Majadahonda;28220;MAJADAHONDA;911;MADRID;0457_002;1971288;03/03/2014;A32878;0,965;RESUMEN FFQQ PEC - P6 (13.14)
255;Majadahonda;28220;MAJADAHONDA;911;MADRID;0457_002;1971289;03/03/2014;A32878;1;FFQQ PROCESOS APPTUALIZADOR - P6 (13.14)
255;Majadahonda;28220;MAJADAHONDA;911;MADRID;0457_002;1971290;03/03/2014;A32878;0,9;FFQQ IMAGEN @ - P6 (13.14)
179;STAND -  CARREFOUR MAJADAHONDA II;28000;MAJADAHONDA;911;MADRID;0457_004;1971291;03/03/2014;A32878;0,8823;RESUMEN CONSUMO PEC P6 (13.14)
179;STAND -  CARREFOUR MAJADAHONDA II;28000;MAJADAHONDA;911;MADRID;0457_004;1971292;03/03/2014;A32878;0,5882;CONSUMO IMAGEN CARREFOUR - P6 (13.14)
179;STAND -  CARREFOUR MAJADAHONDA II;28000;MAJADAHONDA;911;MADRID;0457_004;1971293;03/03/2014;A32878;1;CONSUMO PROCESOS - P6 (13.14)
188;STAND -  CARREFOUR PINAR DE LAS ROZAS;28000;EL PINAR DE LAS ROZAS;911;MADRID;0457_004;1971294;03/03/2014;A32878;0,9427;RESUMEN CONSUMO PEC P6 (13.14)
188;STAND -  CARREFOUR PINAR DE LAS ROZAS;28000;EL PINAR DE LAS ROZAS;911;MADRID;0457_004;1971295;03/03/2014;A32878;1;CONSUMO IMAGEN CARREFOUR - P6 (13.14)
188;STAND -  CARREFOUR PINAR DE LAS ROZAS;28000;EL PINAR DE LAS ROZAS;911;MADRID;0457_004;1971296;03/03/2014;A32878;1;CONSUMO PROCESOS - P6 (13.14)
756;ABOUT LINE S.L.;28222;MAJADAHONDA;911;MADRID;0457_003;1971297;03/03/2014;A32878;0,9438;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
756;ABOUT LINE S.L.;28222;MAJADAHONDA;911;MADRID;0457_003;1971298;03/03/2014;A32878;0,9617;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
756;ABOUT LINE S.L.;28222;MAJADAHONDA;911;MADRID;0457_003;1971299;03/03/2014;A32878;1;ESPECIALISTAS PROCESOS - P6 (13.14)
153;IRIS MOBILE, S.L.;45200;ILLESCAS;911;TOLEDO;0457_003;1971300;05/03/2014;A32878;0,9236;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
153;IRIS MOBILE, S.L.;45200;ILLESCAS;911;TOLEDO;0457_003;1971301;05/03/2014;A32878;1;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
153;IRIS MOBILE, S.L.;45200;ILLESCAS;911;TOLEDO;0457_003;1971302;05/03/2014;A32878;1;ESPECIALISTAS PROCESOS - P6 (13.14)
1417;PUNZON BIEZMA, S.L;45400;MORA;911;TOLEDO;0457_003;1971303;05/03/2014;A32878;0,9353;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1417;PUNZON BIEZMA, S.L;45400;MORA;911;TOLEDO;0457_003;1971304;05/03/2014;A32878;1;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
1417;PUNZON BIEZMA, S.L;45400;MORA;911;TOLEDO;0457_003;1971305;05/03/2014;A32878;1;ESPECIALISTAS PROCESOS - P6 (13.14)
59;Toledo;45004;TOLEDO;911;TOLEDO;0457_001;1971306;04/03/2014;A32878;0,8731;RESUMEN TTPP PEC - P6 (13.14)
59;Toledo;45004;TOLEDO;911;TOLEDO;0457_001;1971307;04/03/2014;A32878;0,9425;TTPP PROCESOS - P6 (13.14)
59;Toledo;45004;TOLEDO;911;TOLEDO;0457_001;1971308;04/03/2014;A32878;1;TTPP - IMAGEN 2.0 P6 (13.14)
49;TOLEDO - Alberche;45007;Toledo;911;TOLEDO;0457_002;1971309;04/03/2014;A32878;0,8575;RESUMEN FFQQ PEC - P6 (13.14)
49;TOLEDO - Alberche;45007;Toledo;911;TOLEDO;0457_002;1971310;04/03/2014;A32878;1;FFQQ NUEVA IMAGEN - P6 (13.14)
49;TOLEDO - Alberche;45007;Toledo;911;TOLEDO;0457_002;1971311;04/03/2014;A32878;0,95;FFQQ PROCESOS - P6 (13.14)
245;OLIAS DEL REY - CC Abadía;45280;Olias del Rey;911;TOLEDO;0457_002;1971312;04/03/2014;A32878;0,9263;RESUMEN FFQQ PEC - P6 (13.14)
245;OLIAS DEL REY - CC Abadía;45280;Olias del Rey;911;TOLEDO;0457_002;1971313;04/03/2014;A32878;1;FFQQ NUEVA IMAGEN - P6 (13.14)
245;OLIAS DEL REY - CC Abadía;45280;Olias del Rey;911;TOLEDO;0457_002;1971314;04/03/2014;A32878;0,95;FFQQ PROCESOS - P6 (13.14)
303;ROLVAS 5 CIUDAD REAL;13001;Ciudad Real;911;CIUDAD REAL;0457_002;1971315;04/03/2014;A32878;0,859;RESUMEN FFQQ PEC - P6 (13.14)
303;ROLVAS 5 CIUDAD REAL;13001;Ciudad Real;911;CIUDAD REAL;0457_002;1971316;04/03/2014;A32878;0,9825;FFQQ PROCESOS 2.0 - P6 (13.14)
303;ROLVAS 5 CIUDAD REAL;13001;Ciudad Real;911;CIUDAD REAL;0457_002;1971317;04/03/2014;A32878;0,925;FFQQ IMAGEN 2.0 P6 (13.14)
277;MUNTEL PLANET, S.L - AVDA. DE LA ALBUFERA;28038;Madrid;911;MADRID;0457_002;1971319;03/03/2014;A32809;0,8646;RESUMEN FFQQ PEC - P6 (13.14)
277;MUNTEL PLANET, S.L - AVDA. DE LA ALBUFERA;28038;Madrid;911;MADRID;0457_002;1971320;03/03/2014;A32809;1;FFQQ PROCESOS 2.0 - P6 (13.14)
277;MUNTEL PLANET, S.L - AVDA. DE LA ALBUFERA;28038;Madrid;911;MADRID;0457_002;1971321;03/03/2014;A32809;1;FFQQ IMAGEN 2.0 P6 (13.14)
830;BREATEL S.L.U.;28053;MADRID;911;MADRID;0457_003;1971322;03/03/2014;A32809;0,9196;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
830;BREATEL S.L.U.;28053;MADRID;911;MADRID;0457_003;1971323;03/03/2014;A32809;0,9833;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
830;BREATEL S.L.U.;28053;MADRID;911;MADRID;0457_003;1971324;03/03/2014;A32809;1;ESPECIALISTAS PROCESOS - P6 (13.14)
1551;STAND -- EXPERIS TIENDAS ECI MENDEZ ALVARO;28045;MADRID;911;MADRID;0457_003;1971325;03/03/2014;A32809;0,9883;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1551;STAND -- EXPERIS TIENDAS ECI MENDEZ ALVARO;28045;MADRID;911;MADRID;0457_003;1971326;03/03/2014;A32809;1;ESPECIALISTAS IMAGEN ECI - P6 (13.14)
1551;STAND -- EXPERIS TIENDAS ECI MENDEZ ALVARO;28045;MADRID;911;MADRID;0457_003;1971327;03/03/2014;A32809;1;ESPECIALISTAS PROCESOS (ECI) - P6 (13.14)
40;STAND -  ALCAMPO VALLECAS;28000;VALLECAS;911;MADRID;0457_004;1971328;03/03/2014;A32809;0,9367;RESUMEN CONSUMO PEC P6 (13.14)
40;STAND -  ALCAMPO VALLECAS;28000;VALLECAS;911;MADRID;0457_004;1971329;03/03/2014;A32809;1;CONSUMO IMAGEN GRANDES SUPERFICIES - P6 (13.14)
40;STAND -  ALCAMPO VALLECAS;28000;VALLECAS;911;MADRID;0457_004;1971330;03/03/2014;A32809;1;CONSUMO PROCESOS - P6 (13.14)
1493a;ASPASOFT COMUNICACIONES, S.L.;28801;ALCALA DE HENARES;911;MADRID;0457_003;1971331;04/03/2014;A32809;0,8642;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1493a;ASPASOFT COMUNICACIONES, S.L.;28801;ALCALA DE HENARES;911;MADRID;0457_003;1971332;04/03/2014;A32809;0,95;ESPECIALISTAS PROCESOS APPTUALIZADOR - P6 (13.14)
1493a;ASPASOFT COMUNICACIONES, S.L.;28801;ALCALA DE HENARES;911;MADRID;0457_003;1971333;04/03/2014;A32809;1;ESPECIALISTAS IMAGEN @ - (TP_FQ) - P6 (13.14)
0308a;BREATEL S.L.U.;28805;ALCALÁ DE HENARES;911;MADRID;0457_003;1971334;04/03/2014;A32809;0,9084;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
0308a;BREATEL S.L.U.;28805;ALCALÁ DE HENARES;911;MADRID;0457_003;1971335;04/03/2014;A32809;1;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
0308a;BREATEL S.L.U.;28805;ALCALÁ DE HENARES;911;MADRID;0457_003;1971336;04/03/2014;A32809;1;ESPECIALISTAS PROCESOS - P6 (13.14)
1554;STAND -- EXPERIS TIENDAS ECI ALCALA DE HENARES;28806;ALCALÁ DE HENARES;911;MADRID;0457_003;1971339;04/03/2014;A32809;0,6498;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1554;STAND -- EXPERIS TIENDAS ECI ALCALA DE HENARES;28806;ALCALÁ DE HENARES;911;MADRID;0457_003;1971340;04/03/2014;A32809;1;ESPECIALISTAS IMAGEN ECI - P6 (13.14)
1554;STAND -- EXPERIS TIENDAS ECI ALCALA DE HENARES;28806;ALCALÁ DE HENARES;911;MADRID;0457_003;1971341;04/03/2014;A32809;1;ESPECIALISTAS PROCESOS (ECI) - P6 (13.14)
1427;ROLVAS 5 CIUDAD REAL S.L;19200;AZUQUECA;911;GUADALAJARA;0457_003;1971342;04/03/2014;A32809;0,8374;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1427;ROLVAS 5 CIUDAD REAL S.L;19200;AZUQUECA;911;GUADALAJARA;0457_003;1971343;04/03/2014;A32809;0,9818;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
1427;ROLVAS 5 CIUDAD REAL S.L;19200;AZUQUECA;911;GUADALAJARA;0457_003;1971344;04/03/2014;A32809;0,9925;ESPECIALISTAS PROCESOS - P6 (13.14)
1006;ROLVAS 5 CIUDAD REAL S.L;19001;GUADALAJARA;911;GUADALAJARA;0457_003;1971345;04/03/2014;A32809;0,9;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1006;ROLVAS 5 CIUDAD REAL S.L;19001;GUADALAJARA;911;GUADALAJARA;0457_003;1971346;04/03/2014;A32809;0,9667;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
1006;ROLVAS 5 CIUDAD REAL S.L;19001;GUADALAJARA;911;GUADALAJARA;0457_003;1971347;04/03/2014;A32809;1;ESPECIALISTAS PROCESOS - P6 (13.14)
22;LEGANÉS - Juan Muñoz;28911;Leganes;911;MADRID;0457_002;1971348;07/03/2014;A32809;0,8911;RESUMEN FFQQ PEC - P6 (13.14)
22;LEGANÉS - Juan Muñoz;28911;Leganes;911;MADRID;0457_002;1971349;07/03/2014;A32809;1;FFQQ PROCESOS 2.0 - P6 (13.14)
22;LEGANÉS - Juan Muñoz;28911;Leganes;911;MADRID;0457_002;1971350;07/03/2014;A32809;1;FFQQ IMAGEN 2.0 P6 (13.14)
34;STAND -  ALCAMPO LEGANÉS;28000;LEGANÉS;911;MADRID;0457_004;1971351;07/03/2014;A32809;0,8933;RESUMEN CONSUMO PEC P6 (13.14)
34;STAND -  ALCAMPO LEGANÉS;28000;LEGANÉS;911;MADRID;0457_004;1971352;07/03/2014;A32809;1;CONSUMO IMAGEN GRANDES SUPERFICIES - P6 (13.14)
34;STAND -  ALCAMPO LEGANÉS;28000;LEGANÉS;911;MADRID;0457_004;1971353;07/03/2014;A32809;1;CONSUMO PROCESOS - P6 (13.14)
186;STAND -  CARREFOUR LEGANES;28000;LEGANÉS;911;MADRID;0457_004;1971354;07/03/2014;A32809;1;RESUMEN CONSUMO PEC P6 (13.14)
186;STAND -  CARREFOUR LEGANES;28000;LEGANÉS;911;MADRID;0457_004;1971355;07/03/2014;A32809;1;CONSUMO IMAGEN CARREFOUR - P6 (13.14)
186;STAND -  CARREFOUR LEGANES;28000;LEGANÉS;911;MADRID;0457_004;1971356;07/03/2014;A32809;1;CONSUMO PROCESOS - P6 (13.14)
273;STAND -  MEDIA MARKT LEGANES (PARQUESUR);28000;LEGANÉS;911;MADRID;0457_004;1971357;07/03/2014;A32809;0,975;RESUMEN CONSUMO PEC P6 (13.14)
273;STAND -  MEDIA MARKT LEGANES (PARQUESUR);28000;LEGANÉS;911;MADRID;0457_004;1971358;07/03/2014;A32809;1;CONSUMO IMAGEN GRANDES SUPERFICIES - P6 (13.14)
273;STAND -  MEDIA MARKT LEGANES (PARQUESUR);28000;LEGANÉS;911;MADRID;0457_004;1971359;07/03/2014;A32809;1;CONSUMO PROCESOS - P6 (13.14)
176;STAND -  CARREFOUR TALAVERA;45000;TALAVERA DE LA REINA;911;TOLEDO;0457_004;1971360;06/03/2014;A32809;0,9593;RESUMEN CONSUMO PEC P6 (13.14)
176;STAND -  CARREFOUR TALAVERA;45000;TALAVERA DE LA REINA;911;TOLEDO;0457_004;1971361;06/03/2014;A32809;1;CONSUMO IMAGEN CARREFOUR - P6 (13.14)
176;STAND -  CARREFOUR TALAVERA;45000;TALAVERA DE LA REINA;911;TOLEDO;0457_004;1971362;06/03/2014;A32809;1;CONSUMO PROCESOS - P6 (13.14)
1007;ROLVAS 5 CIUDAD REAL S.L;45600;TALAVERA DE LA REINA;911;TOLEDO;0457_003;1971363;06/03/2014;A32809;0,9052;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1007;ROLVAS 5 CIUDAD REAL S.L;45600;TALAVERA DE LA REINA;911;TOLEDO;0457_003;1971364;06/03/2014;A32809;0,963;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
1007;ROLVAS 5 CIUDAD REAL S.L;45600;TALAVERA DE LA REINA;911;TOLEDO;0457_003;1971365;06/03/2014;A32809;1;ESPECIALISTAS PROCESOS - P6 (13.14)
013a;TALAVERA - Juan Carlos I;45600;Talavera de la Reina;911;TOLEDO;0457_002;1971366;06/03/2014;A32809;0,9233;RESUMEN FFQQ PEC - P6 (13.14)
013a;TALAVERA - Juan Carlos I;45600;Talavera de la Reina;911;TOLEDO;0457_002;1971367;06/03/2014;A32809;0,9861;FFQQ NUEVA IMAGEN - P6 (13.14)
013a;TALAVERA - Juan Carlos I;45600;Talavera de la Reina;911;TOLEDO;0457_002;1971368;06/03/2014;A32809;1;FFQQ PROCESOS - P6 (13.14)
467;IRIS MOBILE, S.L.;45500;TORRIJOS;911;TOLEDO;0457_003;1971371;06/03/2014;A32809;0,9207;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
467;IRIS MOBILE, S.L.;45500;TORRIJOS;911;TOLEDO;0457_003;1971372;06/03/2014;A32809;0,9583;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
467;IRIS MOBILE, S.L.;45500;TORRIJOS;911;TOLEDO;0457_003;1971373;06/03/2014;A32809;1;ESPECIALISTAS PROCESOS - P6 (13.14)
3322;COMERCIAL SETABENSE;46800;JATIVA;917;VALENCIA;0524_004;1971374;07/03/2014;34096;0,8453;Cuestionario Seat Leon ST 1º Trim 2014
3320;SERV.Y AUTOMOVILES;46700;GANDIA;917;VALENCIA;0524_004;1971375;05/03/2014;32583;0,728;Cuestionario Seat Ibiza ITECH 1º Trim 2014
2330;R6;35610;Aeropuerto del Matorral;919;PALMAS, LAS;0143_007;1971376;21/03/2014;34194;0,8238;General Concesiones
236;R1;35610;Aeropuerto del Matorral;919;PALMAS, LAS;0143_007;1971377;22/03/2014;34194;1;General Concesiones
237;R3;35610;Aeropuerto del Matorral;919;PALMAS, LAS;0143_007;1971378;23/03/2014;34194;0,9245;General Concesiones
111;CLOT;25008;LLEIDA;901;LLEIDA;0225_001;1971380;04/03/2014;R29502;0,4634;Perfumeries Gotta Mystery_2011_catala
688;688;25600;BALAGUER;901;LLEIDA;0198_001;1971382;04/03/2014;R29502;0,7275;DIA LA SELVA C.P.
805;805;25001;LLEIDA;901;LLEIDA;0198_001;1971383;04/03/2014;R29502;0,8625;DIA LA SELVA C.P.
277;STAND -  MEDIA MARKT  S.S. DE LOS REYES;28000;SAN SEBASTIAN DE LOS REYES;911;MADRID;0457_004;1971384;10/03/2014;A32809;0,8293;RESUMEN CONSUMO PEC P6 (13.14)
277;STAND -  MEDIA MARKT  S.S. DE LOS REYES;28000;SAN SEBASTIAN DE LOS REYES;911;MADRID;0457_004;1971385;10/03/2014;A32809;1;CONSUMO IMAGEN GRANDES SUPERFICIES - P6 (13.14)
277;STAND -  MEDIA MARKT  S.S. DE LOS REYES;28000;SAN SEBASTIAN DE LOS REYES;911;MADRID;0457_004;1971386;10/03/2014;A32809;0,8;CONSUMO PROCESOS - P6 (13.14)
22;Almenar;25100;Almenar;901;LLEIDA;0289_01;1971389;13/03/2014;R29530;0,8152;PlusFresc Mystery 2013
67;Sunka Ruano;25006;Lleida;901;LLEIDA;0289_01;1971390;04/03/2014;R29502;0,8281;PlusFresc Mystery 2013
0006a;DITELE SPAIN, S.L.U;46011;VALENCIA;917;VALENCIA;0457_003;1971391;05/03/2014;33510;0,95;MYSTERY SHOPPER ESPECIALISTA P6 (MAR_14)
030a;MADRID - Alcalá;28009;Madrid;911;MADRID;0457_002;1971395;03/03/2014;A00156;0,9114;RESUMEN FFQQ PEC - P6 (13.14)
030a;MADRID - Alcalá;28009;Madrid;911;MADRID;0457_002;1971396;03/03/2014;A00156;0,9396;FFQQ ANTIGUA IMAGEN - P6 (13.14)
030a;MADRID - Alcalá;28009;Madrid;911;MADRID;0457_002;1971397;03/03/2014;A00156;0,9425;FFQQ PROCESOS - P6 (13.14)
508;GRUPO LIDERTEL, S.L.;28027;MADRID;911;MADRID;0457_003;1971398;03/03/2014;A00156;0,9257;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
508;GRUPO LIDERTEL, S.L.;28027;MADRID;911;MADRID;0457_003;1971399;03/03/2014;A00156;1;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
508;GRUPO LIDERTEL, S.L.;28027;MADRID;911;MADRID;0457_003;1971400;03/03/2014;A00156;1;ESPECIALISTAS PROCESOS - P6 (13.14)
175;STAND -  CARREFOUR M40 (SAN BLAS);28000;MADRID;911;MADRID;0457_004;1971401;10/03/2014;A00156;0,8927;RESUMEN CONSUMO PEC P6 (13.14)
175;STAND -  CARREFOUR M40 (SAN BLAS);28000;MADRID;911;MADRID;0457_004;1971402;10/03/2014;A00156;1;CONSUMO IMAGEN CARREFOUR - P6 (13.14)
175;STAND -  CARREFOUR M40 (SAN BLAS);28000;MADRID;911;MADRID;0457_004;1971403;10/03/2014;A00156;1;CONSUMO PROCESOS - P6 (13.14)
162a;STAND -  CARREFOUR VALLADOLID;47000;VALLADOLID;911;VALLADOLID;0457_004;1971404;05/03/2014;A00156;0,946;RESUMEN CONSUMO PEC P6 (13.14)
162a;STAND -  CARREFOUR VALLADOLID;47000;VALLADOLID;911;VALLADOLID;0457_004;1971405;05/03/2014;A00156;1;CONSUMO IMAGEN CARREFOUR - P6 (13.14)
162a;STAND -  CARREFOUR VALLADOLID;47000;VALLADOLID;911;VALLADOLID;0457_004;1971406;05/03/2014;A00156;1;CONSUMO PROCESOS - P6 (13.14)
287;CRS CHANNEL SERVICIOS TELEF SL;47005;VALLADOLID;911;VALLADOLID;0457_003;1971407;10/03/2014;A34239;0,9708;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
287;CRS CHANNEL SERVICIOS TELEF SL;47005;VALLADOLID;911;VALLADOLID;0457_003;1971408;10/03/2014;A34239;0,9363;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
287;CRS CHANNEL SERVICIOS TELEF SL;47005;VALLADOLID;911;VALLADOLID;0457_003;1971409;10/03/2014;A34239;1;ESPECIALISTAS PROCESOS - P6 (13.14)
421;TOTALFAN, S.L.;47012;VALLADOLID;911;VALLADOLID;0457_003;1971410;05/03/2014;A00156;0,9438;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
421;TOTALFAN, S.L.;47012;VALLADOLID;911;VALLADOLID;0457_003;1971411;05/03/2014;A00156;1;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
421;TOTALFAN, S.L.;47012;VALLADOLID;911;VALLADOLID;0457_003;1971412;05/03/2014;A00156;0,95;ESPECIALISTAS PROCESOS - P6 (13.14)
0573a;TOTALFAN, S.L.;47010;VALLADOLID;911;VALLADOLID;0457_003;1971413;06/03/2014;A00156;0,8991;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
0573a;TOTALFAN, S.L.;47010;VALLADOLID;911;VALLADOLID;0457_003;1971414;06/03/2014;A00156;0,9363;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
0573a;TOTALFAN, S.L.;47010;VALLADOLID;911;VALLADOLID;0457_003;1971415;06/03/2014;A00156;0,9925;ESPECIALISTAS PROCESOS - P6 (13.14)
926;SISTEMAS DE TELECOMUNICACIONES DE CASTILLA, S.L.;47001;VALLADOLID;911;VALLADOLID;0457_003;1971416;05/03/2014;A00156;0,9032;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
926;SISTEMAS DE TELECOMUNICACIONES DE CASTILLA, S.L.;47001;VALLADOLID;911;VALLADOLID;0457_003;1971417;05/03/2014;A00156;0,9778;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
926;SISTEMAS DE TELECOMUNICACIONES DE CASTILLA, S.L.;47001;VALLADOLID;911;VALLADOLID;0457_003;1971418;05/03/2014;A00156;0,9925;ESPECIALISTAS PROCESOS - P6 (13.14)
1438a;TOTALFAN, S.L.;47013;VALLADOLID;911;VALLADOLID;0457_003;1971419;04/03/2014;A00156;1;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
1438a;TOTALFAN, S.L.;47013;VALLADOLID;911;VALLADOLID;0457_003;1971420;04/03/2014;A00156;0,9795;ESPECIALISTAS NUEVA IMAGEN - P6 (13.14)
1438a;TOTALFAN, S.L.;47013;VALLADOLID;911;VALLADOLID;0457_003;1971421;04/03/2014;A00156;1;ESPECIALISTAS PROCESOS - P6 (13.14)
1577;STAND -- EXPERIS ECI ZORRILLA;47006;VALLADOLID;911;VALLADOLID;0457_003;1971423;05/03/2014;A00156;0,7197;RESUMEN ESPECIALISTAS PEC - P6 (13.14)
